Cry;Gabalova;1361180326;2078816;1407333;32386
Creo;Velky;1361226339;44876;1047428;15013
Bre;Vonsak;1362065936;25356;1073084;36650
Luk;Melek;140524014;7640565;1184265;17704
Ca;Bugaj;1453161700;88521513;1417766;20658
Jag;Anat;145712179;271512;1044255;13769
Azur;Chrobak;150302049;26345;1216152;20395
Mer;Lahka;150709160;27316;1320657;10999
Azak;Egres;150729384;3685208;1203334;29107
Jar;Lahka;1509120118;57835;1454435;4038
Azak;Melek;150927646;18605;1255263;32951
Luk;Velky;1601079491;705178;1163354;39333
Creo;Demos;165417197;40303;1354446;21068
Cro;Chrobak;1656267569;33747;1111402;38871
Cro;Pralok;165808197;825804;1461078;32555
Jar;Artur;175417427;446567;1255263;20735
Mjol;Gabalova;215529891;25822841;1335314;11782
Mer;Gabalova;225222305;1613304;1111402;15316
Zed;Luk;225420723;53215414;1111402;30616
Azur;Albinikova;225520300;420014;1142120;38778
Mar;Lahka;225521962;55521;1504332;38408
Ca;Bugaj;225610957;57653667;1264170;6800
Drak;Mar;225619762;750316;1363370;22311
Creo;Velky;225921341;361551;1355674;12765
Jar;Chrobak;226219148;77223;1472171;19922
Azak;Stary;230221929;73258;1408572;5009
Azak;Mar;230319934;8820763;1144128;3139
Zed;Lahka;230326549;4230766;1203334;25577
Zur;Stankovianska;230407303;65352;1087020;37730
Mad;Velky;230415560;31160;1407333;3229
Zork;Niekto;230511091;1887021;1253406;23079
Azur;Lahka;230711450;143656;1351876;2720
Creo;Artur;230819507;53782833;1354446;8952
Cru;Velky;235301112;132238;1047428;5394
Azak;Egres;235401983;272342;1342043;8487
Azur;Chrobak;235605923;507000;1363370;36400
Kr;Stankovianska;235609079;10506158;1215677;4748
Azur;Mlady;235615026;381530;1345121;7161
Cro;Gabalova;235909856;7105836;1264170;20758
Jar;Velka;236101169;17848151;1454435;20368
Azak;Egres;236106036;6210213;1125705;23890
Luk;Velky;240116325;11622200;1253406;23886
Mer;Luk;240131493;8161407;1320657;20083
Mar;Albinikova;240311533;137664;1134514;39476
Jar;Gofa;240408484;72886481;1134514;17385
Azak;Stary;240504112;64565241;1145678;3869
Mor;Melek;395423058;18144;1047428;34342
Rei;Lahka;510914713;325051;1134514;34504
Creo;Bugaj;525617995;5548604;1087020;33393
Zur;Mlady;5608211323;350640;1047657;18541
Mrok;Chrobak;5812171794;68422572;1116587;4818
Cru;Velka;6112230850;76738;1300556;23488
Ray;Niekto;6159065352;78834084;1407333;9340
Creo;Albinikova;7152118810;84083117;1087020;33452
Mar;Bugaj;7461073312;22107;1354446;17908
Cry;Albinikova;7505202210;37877446;1216152;1939
Drak;Gabalova;7652150319;8645483;1203334;6073
Mar;Gabalova;8559218448;28168403;1111402;29176
Cru;Bugaj;8707231797;88834;1472171;32339
Luk;Albinikova;9153264472;474578;1044255;13489
Ray;Luk;9757267663;5745665;1163354;7304
Ra;Nizky;2265990;5112142;1303836;4668
Mjol;Egres;7291218;448212;1303836;17131
Rei;Nizky;807868;2013683;1514682;37075
Drak;Stankovianska;819169;23860858;1514682;11749
Bre;Chrobak;15303710;2366687;1454435;31887
Cro;Mlady;157051840;780815;1300556;21318
Mor;Luk;162190864;1228670;1351876;22212
Mrok;Anat;203218367;42736;1363370;1384
Mad;Stary;20322838;8628172;1060215;13413
Zur;Artur;40415443;723055;1514682;2776
Ra;Egres;409021107;25185;1044255;24730
Luk;Mar;411130270;645261;1345121;19435
Jar;Bugaj;411194498;10865065;1255263;16856
Creo;Pralok;501125108;278471;1060215;5413
Luk;Gabalova;504140351;785644;1340577;3005
Cro;Lahka;50501682;288385;1203334;8666
Mer;Velky;506064702;14181;1354446;37099
Cro;Lahka;55314316;4515861;1454435;1038
Mor;Albinikova;60502731;26318408;1044255;3581
Cru;Albinikova;100609227;85502;1340577;39622
Cry;Melek;115708570;2021581;1134514;23442
Mad;Artur;115714649;683200;1354446;1141
Ra;Mar;115929222;31882;1144128;39338
Azak;Pralok;120202870;71703;1417766;22622
Zork;Demos;120420370;3001081;1264170;3041
Bre;Mrtek;1208011321;87635;1300556;1722
Rei;Mrtek;121114817;2378454;1208108;4054
Ray;Anat;121221717;383783;1308620;17659
Mer;Melek;125417041;26212623;1504332;24744
Ra;Lahka;1278014430;55526;1472171;35741
Mjol;Egres;130118679;414632;1403455;30511
Drak;Stankovianska;130904921;68215100;1461078;28375
Creo;Nikdova;1359017650;31236;1458081;35535
Drak;Lahka;135918686;87308801;1216152;39976
Mjol;Gabalova;1360249583;488260;1303836;26614
Mrok;Anat;136031255;618317;1253406;34285
Zork;Pralok;1361037194;57115;1354446;16755
Rei;Nikdova;136110125;575680;1461078;39058
Ra;Stankovianska;1361208662;10677;1013354;12306
Cry;Lahka;140115997;660206;1047657;18205
Ca;Anat;141027450;78308010;1308620;25501
Drak;Jonas;1451087605;51531213;1461078;31472
Luk;Mrtek;145321149;78308010;1308620;28622
Ray;Mrtek;1455083707;3226218;1002782;27973
Cru;Albinikova;1458194023;144301;1303836;35575
Mad;Bugaj;1501047592;27884;1300556;36605
Ra;Luk;1506156784;5521083;1253406;23663
Ra;Bugaj;150713858;631858;1363370;31158
Zed;Bugaj;1507247423;71172;1342043;21267
Mjol;Mar;1509104520;44638;1154068;2509
Azak;Nizky;1509176405;7246685;1345121;28836
Ray;Stankovianska;150924340;48861211;1403455;6116
Cry;Mar;1512232557;451208;1303836;4968
Ray;Egres;160103271;570041;1060215;21776
Zed;Mrtek;1606187451;8752325;1023472;11778
Creo;Nikdova;161204965;61710;1363370;10362
Cru;Jonas;165508298;86254;1340577;16067
Ra;Stankovianska;165616729;183136;1407333;1674
Zork;Egres;1657035083;53244;1403455;9752
Bre;Nikdova;1657134303;3110303;1101181;29557
Mer;Niekto;170112967;43608775;1454435;29373
Bre;Luk;171113130;567762;1047657;4186
Creo;Vonsak;1755209368;58015;1253406;25972
Mer;Gabalova;215521990;6878243;1145678;16326
Ra;Nizky;215813122;750771;1351876;40168
Mar;Nizky;225121773;31652;1054346;23104
Bre;Stary;225319672;552021;1403455;16484
Mjol;Niekto;225424022;2535161;1255263;16343
Mrok;Gofa;225522275;6856435;1163354;25462
Mad;Lahka;225605107;215513;1377174;31836
Mrok;Mrtek;225618642;201678;1345121;21820
Bre;Velka;225909310;17284206;1144838;6199
Jar;Lahka;225927330;4317636;1154068;27244
Ra;Stary;226120312;7347870;1047657;7640
Azak;Mar;230107401;470824;1013354;17997
Rei;Lahka;230128667;354006;1023472;15266
Mor;Albinikova;230227070;43884;1203334;23506
Cro;Demos;230312935;68727855;1023472;28616
Mor;Mrtek;230326431;20207;1417766;24713
Luk;Demos;230404962;8584703;1073084;36333
Drak;Mrtek;230412339;157143;1450616;34344
Bre;Mar;230419274;67054;1087020;13444
Azak;Nikdova;230523604;82675;1472171;24298
Mrok;Nizky;230715156;426426;1184265;35595
Creo;Melek;230727014;13445602;1417766;15866
Cry;Melek;235119136;246501;1332310;7532
Mrok;Mrtek;235224849;25235456;1184265;30536
Jag;Nizky;235304429;85562117;1417766;3425
Creo;Pralok;235322953;4706220;1303836;26175
Ra;Nikdova;235502981;856754;1450616;4661
Ra;Jonas;235724073;884775;1047657;23367
Mor;Mlady;235917177;6831805;1351876;18339
Mjol;Vonsak;235926908;6183516;1363370;36663
Mar;Mar;236107774;540846;1203334;20767
Zur;Vonsak;236207396;36233223;1144128;21188
Azak;Albinikova;240117759;312012;1060215;1258
Kr;Mlady;240119440;485607;1320657;4963
Mer;Chrobak;240207482;18782;1144128;38594
Jar;Albinikova;240305160;33007;1134514;24108
Ca;Luk;240405106;56886;1368108;20048
Drak;Velka;240420220;32841;1377174;32191
Bre;Albinikova;240424252;45433011;1155431;8330
Mar;Velky;240512178;5211143;1215677;39775
Drak;Velky;256220500;44634;1303836;5655
Jag;Egres;470705166;266446;1264170;14261
Drak;Egres;500213028;35844753;1342043;7747
Azak;Mrtek;515823148;2831478;1023472;8573
Cro;Anat;525216652;10064;1215677;31267
Mjol;Demos;525829871;12387;1125705;38659
Jag;Chrobak;530216008;7775502;1163354;15188
Jar;Velky;5707304504;70714153;1454435;11408
Ca;Egres;5756071464;380105;1087020;18889
Cru;Melek;6054089096;584412;1458081;9568
Luk;Niekto;6109159177;8856342;1368108;25996
Mad;Gofa;6154242820;675628;1407333;28956
Mor;Artur;6159050337;328652;1253406;8815
Mad;Velky;6855099328;16607400;1155431;21655
Cru;Pralok;7054249950;61760;1514682;26624
Creo;Artur;7153302211;364710;1450616;16678
Cro;Albinikova;7461085170;75582;1163354;24786
Rei;Mlady;7503260853;1801611;1300556;22676
Ray;Velka;7507292375;601508;1184265;15787
Azur;Demos;7612208714;25706386;1408572;37900
Mor;Melek;8061103028;14823552;1264170;10007
Mad;Mar;8558275121;4238075;1377174;11485
Mer;Anat;8601283416;5065446;1454435;24118
Kr;Niekto;8657064416;1281252;1253406;37877
Zed;Stankovianska;8711049700;77433052;1332310;20031
Kr;Lahka;9112147044;13711071;1101181;14863
Zork;Lahka;9202124547;3608701;1054346;32616
Bre;Jonas;9255176601;40341871;1047657;4993
Mrok;Niekto;9810064968;8573637;1023472;23201
Mrok;Gofa;202514;8081611;1087020;15240
Cru;Nikdova;3077547;130346;1268462;39446
Zork;Demos;714916;7246816;1514682;28147
Ra;Albinikova;730472;557487;1454435;24942
Ca;Nizky;8151979;60761;1355674;3541
Ca;Nizky;8189346;37303367;1316014;17932
Mjol;Albinikova;8230486;78168;1368108;7555
Jar;Gofa;5118683;63235481;1423570;23907
Jag;Pralok;154268950;86382;1163354;27547
Mjol;Demos;15605401;888016;1345121;21487
Cru;Artur;15812181;460505;1255263;14160
Ca;Albinikova;16126603;72164;1264170;15195
Azur;Mar;16220336;3363360;1111402;9513
Mjol;Mlady;203182430;2883587;1450616;30713
Cro;Nikdova;20412418;50626;1207140;8504
Azur;Albinikova;40221341;1048802;1144128;14117
Cro;Nizky;405078267;80565;1454435;15354
Zur;Gabalova;40609743;2142737;1340577;6112
Mad;Mar;410069066;1310583;1144128;28810
Bre;Mar;41027485;5440057;1368108;7949
Cru;Mrtek;411148881;88202483;1002782;34927
Luk;Vonsak;41118642;6566006;1461078;32013
Ray;Stankovianska;411250642;20573702;1142120;21191
Azur;Albinikova;46001103;488883;1208108;31869
Zed;Luk;50117932;2260752;1345121;3960
Ray;Egres;501193693;6042720;1163354;10971
Cro;Stary;50418671;414340;1342043;8601
Creo;Stary;504287223;16382665;1013354;17498
Mjol;Albinikova;50507955;57640;1351876;13665
Jar;Gofa;506031867;81154;1351876;26447
Rei;Gabalova;508281136;83170145;1450616;11339
Mad;Nikdova;51230231;73237778;1316014;11651
Cry;Chrobak;557118309;1462354;1087020;1488
Cro;Niekto;60430347;50068;1450616;6105
Ray;Artur;60504307;32840565;1184265;31150
Cru;Niekto;80321066;364210;1215677;24149
Mrok;Chrobak;1107288556;228501;1268462;20463
Jar;Mlady;1156247158;3574012;1417766;31294
Zur;Mlady;115709207;50106835;1215677;15784
Mad;Nikdova;115711839;51545;1514682;12889
Mar;Stary;1158141380;61836667;1345121;27634
Zed;Gofa;115925673;12233;1308620;17644
Zur;Niekto;116018319;5457152;1454435;24905
Cro;Nikdova;1182179724;61474046;1368108;26447
Ra;Pralok;120311585;62366;1454435;29956
Jar;Anat;120409702;48351417;1504332;3975
Mjol;Egres;1204221359;144488;1408572;27345
Jag;Velka;120726946;56021482;1215677;14282
Mar;Mlady;121103721;866204;1023472;10213
Azur;Artur;121106071;37152;1268462;30214
Zur;Mar;121117564;76758;1144128;20916
Mor;Chrobak;1211237710;45740;1355674;1176
Jar;Mrtek;1253147819;86358116;1300556;33348
Drak;Nikdova;125414905;3446130;1316014;36187
Azur;Chrobak;125908613;1887021;1253406;29882
Drak;Mlady;1261150495;46065;1087020;5965
Azur;Luk;130103369;48255;1340577;32491
Drak;Anat;130403189;34652372;1013354;30018
Ca;Demos;1306189940;27467038;1116587;2851
Azak;Nizky;135718324;2750086;1002782;10027
Mrok;Egres;135830232;6242226;1504332;13551
Jar;Velky;1359114988;877051;1184265;36496
Ca;Albinikova;1359185135;33324631;1255263;32139
Mjol;Pralok;135919069;1555337;1504332;31332
Cro;Luk;135924004;43212467;1354446;37178
Mar;Vonsak;1360275576;31778351;1111402;29334
Azak;Artur;1360311216;14148;1514682;9886
Bre;Egres;1360313339;17312;1377174;22669
Cru;Egres;1361018879;476424;1454435;16108
Ray;Velka;1361089235;4107786;1268462;8679
Ca;Chrobak;1361103667;61220675;1403455;24955
Zork;Luk;1362131970;23845;1134514;31626
Bre;Bugaj;140316846;60833626;1268462;30036
Cry;Bugaj;140924827;28283;1216152;37076
Cro;Mar;141224557;657102;1144838;1126
Ray;Velka;1451055595;80035415;1320657;35562
Azur;Nikdova;1452018029;7225041;1215677;29679
Drak;Stary;1453205853;5824063;1342043;25550
Drak;Jonas;1454176097;424105;1144838;36773
Jar;Velka;145428362;73314;1023472;1381
Mad;Niekto;1455201517;20835207;1154068;7274
Zed;Nizky;145802776;2503084;1154068;14306
Mar;Anat;145916554;41372058;1316014;35168
Rei;Albinikova;1459252840;134873;1472171;1435
Mjol;Mlady;150212169;75118537;1255263;10825
Azak;Melek;150406497;78247547;1023472;32176
Drak;Bugaj;1506307077;8703435;1154068;22923
Azur;Gofa;1507093269;623155;1363370;10069
Jag;Albinikova;1507157784;66502472;1354446;2019
Zur;Egres;150729283;838688;1345121;4280
Creo;Lahka;150826537;54755;1408572;34093
Jag;Niekto;150916475;14434527;1351876;37140
Cro;Jonas;1509218250;85246574;1342043;22249
Mad;Nikdova;150927490;28088086;1047428;15123
Rei;Pralok;151105247;258863;1454435;38045
Azur;Lahka;1512301923;80623;1163354;885
Luk;Niekto;155413508;868856;1163354;32907
Kr;Jonas;160107501;572256;1303836;23401
Zed;Jonas;160402207;1363371;1303836;1169
Azur;Stankovianska;1607016015;1402186;1145678;10058
Creo;Egres;161024462;60062085;1332310;3941
Mar;Velka;1653165041;13510;1125705;6309
Jar;Albinikova;1654221570;77510254;1044255;21747
Luk;Chrobak;165521427;8048010;1340577;19470
Kr;Mar;165613752;77203552;1377174;15488
Kr;Mrtek;1656265138;22313;1125705;22108
Mar;Velka;1656288205;64210337;1144128;36339
Jag;Mlady;165805959;21103632;1125705;36926
Mer;Nizky;165903276;4380124;1316014;9936
Jag;Mar;170128113;30455;1013354;37179
Azak;Demos;170221167;53270086;1342043;2123
Luk;Pralok;1754133909;526362;1144128;12420
Jag;Melek;175423640;8545412;1184265;3312
Cru;Niekto;190609605;25184810;1142120;14575
Bre;Artur;210818830;227241;1047428;163
Bre;Anat;215529602;363715;1145678;6239
Kr;Stary;215630178;42575;1351876;32551
Mer;Stary;215916504;2762278;1332310;9288
Ra;Anat;215929672;28263581;1368108;29480
Luk;Chrobak;225215957;35375;1002782;29878
Jag;Chrobak;225317841;67568;1332310;20587
Bre;Stary;225325063;5323754;1154068;36000
Zork;Gabalova;225423339;321716;1208108;27137
Jag;Gofa;225425745;24236;1450616;1755
Mjol;Mrtek;225525190;51341108;1332310;25208
Ra;Velky;225821123;777413;1101181;17494
Jar;Pralok;225922053;34480161;1073084;6754
Ra;Nizky;226005163;5022358;1377174;14017
Mar;Chrobak;226014436;445523;1407333;39063
Zork;Melek;226215827;471308;1111402;9411
Creo;Gofa;230103004;48876;1332310;7650
Mer;Melek;230112224;4768335;1342043;24576
Cru;Melek;230118970;4551584;1054346;2991
Jag;Melek;230205746;85665003;1087020;37984
Luk;Stary;230224799;54611;1316014;24934
Mjol;Chrobak;230228397;31885417;1144838;33055
Ra;Nikdova;230304652;1520821;1303836;21215
Jag;Bugaj;230316377;75626452;1054346;36688
Mer;Niekto;230329394;544145;1268462;20292
Jar;Pralok;230418898;47262214;1458081;14737
Mer;Demos;230508025;60846012;1013354;31976
Mor;Nizky;230516303;6287763;1316014;31968
Zed;Egres;230628498;6266022;1351876;22478
Azur;Velky;230714163;22382184;1461078;25921
Cry;Stankovianska;230716973;7151471;1368108;3881
Jar;Chrobak;230818380;88613333;1335314;20777
Mor;Chrobak;230906533;71884342;1403455;14828
Mjol;Melek;235206978;8133118;1111402;25786
Jag;Mrtek;235217201;26225;1340577;555
Cru;Chrobak;235302889;76313460;1423570;14748
Kr;Nikdova;235320473;4788077;1208108;34548
Ray;Nizky;235327513;67864;1184265;20031
Ra;Melek;235419877;1663345;1013354;7275
Luk;Nikdova;235521882;106315;1203334;9257
Mrok;Chrobak;235705388;243715;1144838;18562
Mar;Artur;235909215;516826;1144128;30409
Bre;Mrtek;235911788;442448;1472171;5211
Kr;Lahka;235927222;36348;1023472;9359
Zur;Nikdova;236120435;52177;1044255;20850
Mjol;Egres;240102429;60447;1203334;19314
Mjol;Demos;240121365;577336;1345121;23162
Jag;Albinikova;240202008;10132;1116587;35238
Kr;Nikdova;240324309;566888;1351876;8003
Rei;Bugaj;240408389;65242133;1144128;28799
Ray;Bugaj;240419244;5241284;1320657;6002
Creo;Stary;240430585;5364652;1264170;10602
Cru;Stankovianska;240505060;37602074;1116587;33683
Ray;Bugaj;250724424;85055;1472171;6400
Bre;Vonsak;295517495;27322;1253406;13801
Ca;Albinikova;430415935;676416;1514682;34177
Zed;Anat;485606754;60056681;1047428;31477
Drak;Mlady;500211124;60071577;1472171;8672
Ra;Melek;505804567;5445227;1101181;11229
Cru;Egres;515624402;1177357;1340577;31919
Mer;Mar;520208119;254201;1340577;15408
Jag;Nizky;525131225;510431;1268462;4699
Mer;Albinikova;525507672;54742;1268462;36497
Mor;Jonas;525622703;84046;1144838;790
Creo;Luk;525901173;510564;1340577;28448
Jar;Vonsak;526111254;705552;1155431;6926
Jag;Egres;5507212964;2540667;1403455;1094
Cro;Melek;5662220718;10767788;1047657;14311
Ca;Stary;5710242736;3265708;1087020;35317
Azur;Jonas;5712203080;22015867;1060215;13245
Zork;Melek;5811074951;46673;1351876;18161
Drak;Stary;5953296855;6217075;1461078;15193
Kr;Jonas;6109109501;42341;1184265;20112
Cru;Vonsak;6111228200;474045;1454435;8492
Ra;Velky;6151236674;447527;1450616;28418
Cry;Mlady;6156167710;82488228;1423570;1224
Ray;Chrobak;6156229750;844203;1116587;34590
Creo;Luk;6159058433;3606377;1255263;28113
Cry;Melek;6812316148;11808618;1255263;28359
Mrok;Velky;6857089448;785247;1207140;19775
Mjol;Lahka;6910251788;57812;1060215;20920
Drak;Stankovianska;7110275755;633230;1354446;35949
Mjol;Velky;7152202420;76713702;1368108;10697
Bre;Albinikova;7458071203;631204;1208108;13730
Ra;Mlady;7462042335;471645;1207140;26796
Zork;Stary;7501115743;577336;1345121;1232
Mor;Albinikova;7504168309;766001;1335314;2517
Zur;Egres;7506280375;5084357;1332310;7521
Rei;Bugaj;7508275258;57462;1023472;26996
Mer;Vonsak;7558019315;121507;1303836;37477
Kr;Anat;7612211134;37137;1023472;38999
Ca;Melek;7807129638;515047;1320657;11788
Ra;Luk;8202036084;438613;1335314;40043
Bre;Nikdova;8558230770;612807;1255263;23512
Zork;Albinikova;8559198549;817857;1207140;39402
Azak;Nizky;8561292861;763777;1303836;12936
Creo;Chrobak;8604052314;20263;1377174;2389
Kr;Artur;8605135540;53255036;1461078;6254
Mad;Nizky;8703290860;70573;1472171;27632
Kr;Gabalova;8709087563;40310;1023472;34668
Mar;Mar;8711251615;5141014;1155431;31380
Cry;Melek;9004052442;41336676;1002782;3829
Bre;Chrobak;9153038125;44878863;1047657;8010
Mar;Melek;9154256331;6876767;1303836;6602
Luk;Mrtek;9211256923;55036153;1215677;5506
Ra;Mrtek;9212147021;75047;1184265;35645
Rei;Luk;9358257040;230760;1023472;21274
Rei;Stankovianska;9802121318;8175401;1144838;24702
Ra;Stary;9960227850;856244;1215677;40126
Kr;Bugaj;113759;20338;1163354;35438
Cru;Lahka;2059585;47088128;1154068;16323
Mrok;Velky;3074654;60101226;1363370;27301
Ra;Gofa;427685;416352;1417766;24880
Mer;Anat;710680;670466;1450616;6692
Drak;Melek;7184144;125460;1208108;21747
Drak;Niekto;729978;53352;1423570;30128
Bre;Mlady;803540;745877;1073084;20937
Zur;Niekto;8101753;31176;1454435;17672
Ray;Niekto;820980;25705822;1253406;18847
Bre;Stankovianska;8277808;4417220;1013354;23161
Ray;Vonsak;11100628;30831;1203334;24523
Jar;Mlady;57152579;15320;1335314;21307
Mjol;Egres;15405299;8252103;1504332;21014
Zed;Lahka;155107205;67251;1514682;32386
Mad;Velky;15602389;426531;1101181;13140
Kr;Mlady;157015947;73386;1255263;38631
Mar;Luk;15803448;733571;1351876;28201
Kr;Gofa;160089358;1525713;1047428;28199
Jar;Niekto;161100060;114234;1023472;26887
Azak;Albinikova;162189280;7380726;1087020;24502
Rei;Artur;201210614;1417163;1316014;29941
Mar;Artur;20205711;538031;1255263;18317
Rei;Anat;204096222;82225;1060215;4268
Ca;Velka;25919376;82730;1363370;23496
Luk;Stary;403304781;10462;1255263;21706
Cro;Anat;405047269;426754;1255263;35519
Kr;Stankovianska;40522338;4038045;1300556;12852
Jar;Bugaj;40724583;644857;1163354;6927
Mrok;Stankovianska;40912169;347801;1268462;40522
Mad;Albinikova;410252436;537370;1060215;15687
Mar;Demos;41111379;86121618;1255263;31668
Mrok;Luk;411138035;63545078;1144128;23705
Cru;Nizky;41115886;52160;1450616;29695
Zur;Vonsak;41117708;13381162;1268462;33205
Ra;Bugaj;41121701;3348710;1023472;25891
Rei;Melek;455085004;350875;1450616;5830
Zed;Mlady;46105560;656402;1368108;26279
Bre;Jonas;501165710;86226;1184265;5507
Cry;Egres;502106242;380354;1111402;36081
Rei;Stary;504143662;50067;1163354;29555
Mar;Gabalova;50421219;8126822;1054346;8027
Cry;Luk;504282460;684617;1300556;27508
Bre;Demos;504299697;32820363;1417766;38000
